CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Results
Naive Bayes 101: Resume Selection with Machine Learning,Naive Bayes 101: Resume Selection with Machine Learning,Coursera Project Network,13,4.5,Intermediate level,"Create a pipeline to remove stop-words, punctuation, and perform tokenization    
Understand the theory and intuition behind Naive Bayes classifiers   
Train a Naive Bayes Classifier and assess its performance   
"
Introduction to Statistics in Python,Introduction to Statistics in Python,Coursera Project Network,11,4.4,Intermediate level,"Review introductory statistics functions
Explore python libraries and their documentations 
Perform statistical analysis and create corresponding visualizations in python
"
Image Data Augmentation with Keras,Image Data Augmentation with Keras,Coursera Project Network,448,4.6,Intermediate level,"Image Data Augmentation with Keras
Using Image Data Generator with a Keras Model
"
Get Started with R Markdown,Get Started with R Markdown,Coursera Project Network,12,4.2,Beginner level,"Create an R Markdown file
Write and use R Markdown commands
"
Explainable Machine Learning with LIME and H2O in R,Explainable Machine Learning with LIME and H2O in R,Coursera Project Network,58,4.7,Intermediate level,"Use LIME and H2O for automatic and interpretable machine learning
Build Classification Models with AutoML
Explain and Interpret the Model Predictions using LIME 
"
Decision Tree Classifier for Beginners in R,Decision Tree Classifier for Beginners in R,Coursera Project Network,0,0,Beginner level,"Understand the concept of the decision tree algorithm
Build decision tree models
Evaluate the performance of the model
"
Tidymodels in R: Building tidy machine learning models,Tidymodels in R: Building tidy machine learning models,Coursera Project Network,0,0,Intermediate level,"Import, explore, and prepare the data for modeling using summary tables, data visualizations, and data splitting using tidymodels
Build and tune predictive models, including classification models with tidymodels
Evaluate model performance using appropriate metrics and techniques, and select the best model
"
SAS Statistical Business Analyst Professional Certificate,SAS Statistical Business Analyst Professional Certificate,SAS,133,4.7,Intermediate level,"Perform ANOVA, Regression, and logistic regression analysis with one or many inputs
Prepare inputs for predictive models
Train, validate, and evaluate statistical models
"
Dashboards in Qlik Sense: Decision-Support Dashboards,Dashboards in Qlik Sense: Decision-Support Dashboards,Coursera Project Network,0,0,Beginner level," Connect two or more distinct data sources to a common data pool 
 Elaborate interactive data visualizations and perform data discoveries 
 Display spatial data using data density overlaid on a map
"
Publication-Ready Tables in R,Publication-Ready Tables in R,Coursera Project Network,0,0,Intermediate level,"Create Publication-Ready Tables for Descriptive Statistics
Create Publication-Ready Tables for Inferential Statistics
Create Publication-Ready Tables for Time-to-event (Survival) Data
"
Predict Diabetes with a Random Forest using R,Predict Diabetes with a Random Forest using R,Coursera Project Network,113,4.5,Intermediate level,"Complete a random Training and Test Set from one Data Source using an R function.
Practice data distribution using R and ggplot2.
Apply a Random Forest model.
"
Deep-Dive into Tensorflow Activation Functions,Deep-Dive into Tensorflow Activation Functions,Coursera Project Network,0,0,Intermediate level,"Learn when, where, why and how to use different activation functions and for which situations
Code examples of each activation function from scratch in Python
"
"Reverse and complement nucleic acid sequences (DNA, RNA) using Python","Reverse and complement nucleic acid sequences (DNA, RNA) using Python",Coursera Project Network,34,4.4,Beginner level,"Understand the basic building blocks in the Python language.
Develop a Python program that constructs reverse, complement, and reverse-complement nucleic acid sequences (DNA, RNA).
Read a file that has a long DNA sequence and then apply the code to the data in the file.
"
Diabetes Disease Detection with XG-Boost and Neural Networks,Diabetes Disease Detection with XG-Boost and Neural Networks,Coursera Project Network,0,0,Beginner level,"Build, Train and Test XG-Boost and Artificial Neural Networks Model
Train an ANN and XG-Boost algorithms to solve classification type problems
Perform Data Visualization and Exploratory Data Analysis
"
Regression with Automatic Differentiation in TensorFlow,Regression with Automatic Differentiation in TensorFlow,Coursera Project Network,64,4.7,Beginner level,"Understanding tensor constants, and tensor variables in TensorFlow.
Understanding automatic differentiation in TensorFlow.
Using automatic differentiation to solve a linear regression problem in TensorFlow.
"
Custom Attribution Modeling with Google Analytics,Custom Attribution Modeling with Google Analytics,Coursera Project Network,82,4.5,Beginner level,"Understand and describe attribution modeling standards
Build and share a custom Analytics attribution model
Export data to elaborate it in Spreadsheets
"
Bracketology with Google Machine Learning,Bracketology with Google Machine Learning,Google Cloud,0,0,Beginner level,"Use BigQuery to access the public NCAA dataset.
Prepare and transform the existing data into features and labels.
Use BQML to build a model based on the NCAA tournament dataset.
"
Simulation of Call Centre Operations Using R Simmer,Simulation of Call Centre Operations Using R Simmer,Coursera Project Network,0,0,Beginner level,"Understand Simulation of Call Centre Operations
Model Discrete Event Simulations Using R Simmer
Capture Simulation Data, Plot Charts & Interpret Results
"
Big Data Specialization,Big Data Specialization,University of California San Diego,9480,4.5,Beginner level,
Using ggplot,Using ggplot,Coursera Project Network,0,0,Beginner level,"Install ggplot2
Load Tidyverse
Review RStudio functions
"
Non parametric Tests using R Cmdr,Non parametric Tests using R Cmdr,Coursera Project Network,0,0,Intermediate level,"Conduct non parametric tests : Wilcoxon and Kruskal Wallis using R cmdr
Conduct Chi square Goodness of fit and Tests of Independence
"
Using probability distributions for real world problems in R,Using probability distributions for real world problems in R,Coursera Project Network,25,4.8,Beginner level,"Learn how to answer real world problems using the following probability distributions – Binomial, Poisson, Normal, Exponential and Chi-square
Learn how to visualize probability distributions of real world problems    
"
Data Analysis in R: Predictive Analysis with Regression,Data Analysis in R: Predictive Analysis with Regression,Coursera Project Network,0,0,Intermediate level,"Describe the data set (checking the structure of the dataset, checking for missing values, checking for correlations, basic data visualizations) 
Build regression models and interpret the results 
Predict new values using the regression model   
"
Access Bioinformatics Databases with Biopython,Access Bioinformatics Databases with Biopython,Coursera Project Network,32,4.5,Intermediate level,"Sequence alignment using NCBI-BLAST
Fetch PUBMED & Nucleotide sequence using ENTREZ, PDB, EXPASY
Access KEGG pathways and genes
"
Image Classification with Amazon Sagemaker,Image Classification with Amazon Sagemaker,Coursera Project Network,98,4.6,Advanced level,"Prepare data for Sagemaker Image Classification.
Train a model using Sagemaker.
Deploy a trained model using Sagemaker.
"
Build an Income Statement Dashboard in Power BI,Build an Income Statement Dashboard in Power BI,Coursera Project Network,11,4.6,Beginner level,"Build an Income statement dashboard in Power BI
Visualize the income statement using cards, table and column charts
Transform & clean data in the Power Query editor
"
Explore insights in text analysis using Azure Text Analytics,Explore insights in text analysis using Azure Text Analytics,Coursera Project Network,0,0,Intermediate level,"Understand how Azure Text Analytics works and extract data
Use API and Microsoft Power BI to run Text Analysis
Create a Dashboard in Microsoft Power BIand Explore Insights
"
Machine Learning Algorithms: Supervised Learning Tip to Tail,Machine Learning Algorithms: Supervised Learning Tip to Tail,Alberta Machine Intelligence Institute,410,4.7,,
Tracking Cryptocurrency Exchange Trades with Google Cloud Platform in Real-Time,Tracking Cryptocurrency Exchange Trades with Google Cloud Platform in Real-Time,Google Cloud,0,0,Advanced level,"Create the Bigtable resource.  
Examine the Dataflow pipeline
Visualizing the data
"
Mathematics for Machine Learning Specialization,Mathematics for Machine Learning Specialization,Imperial College London,12641,4.6,Beginner level,
Exploring NCAA Data with BigQuery,Exploring NCAA Data with BigQuery,Google Cloud,0,0,Beginner level,"How to use BigQuery
How to  query the NCAA Public Dataset
How to write and executing queries
"
"Build Decision Trees, SVMs, and Artificial Neural Networks","Build Decision Trees, SVMs, and Artificial Neural Networks",CertNexus,10,4.9,Intermediate level,"Train and evaluate decision trees and random forests for regression and classification.
Train and evaluate support-vector machines (SVM) for regression and classification.
Train and evaluate multi-layer perceptron (ML) artificial neural networks (ANN) for regression and classification.
Train and evaluate convolutional neural networks (CNN) and recurrent neural networks (RNN) for computer vision and natural language processing tasks.
"
"Build Regression, Classification, and Clustering Models","Build Regression, Classification, and Clustering Models",CertNexus,10,4.2,Intermediate level,"Train and evaluate linear regression models.
Train binary and multi-class classification models.
Evaluate and tune classification models to improve their performance.
Train and evaluate clustering models to find useful patterns in unsupervised data.
"
"Extract, Transform, and Load Data","Extract, Transform, and Load Data",CertNexus,21,4.8,Intermediate level,
Advanced R Programming,Advanced R Programming,Johns Hopkins University,568,4.2,Intermediate level,
Building R Packages,Building R Packages,Johns Hopkins University,221,4.1,Intermediate level,
Exploratory Data Analysis in AWS,Exploratory Data Analysis in AWS,Whizlabs,0,0,Beginner level," Analyze and visualize data for machine learning  
 Demonstrate the implementation of  Kinesis Data Streams 
Examine AWS Glue service with creation of crawler and transform job 
"
ML Algorithms,ML Algorithms,Whizlabs,0,0,Beginner level,"Determine algorithm concepts in ML 
 Design Regression algorithms and Classification based algorithms  
  Examine Reinforcement learning algorithms and Forecasting algorithms  
"
Modeling in AWS,Modeling in AWS,Whizlabs,0,0,Beginner level,"Analyze Modeling Concepts and train Machine Learning Models  
 Examine performance of machine learning models  
 Implement automatic model tuning by training a model  
"
Nearest Neighbor Collaborative Filtering,Nearest Neighbor Collaborative Filtering,University of Minnesota,304,4.3,,
Tidyverse Skills for Data Science in R Specialization,Tidyverse Skills for Data Science in R Specialization,Johns Hopkins University,86,4.6,Beginner level,"Organize a data science project
Import data from common spreadsheet, database, and web-based formats
Wrangle and manipulate messy data and build tidy datasets
Build presentation quality data graphics
Build predictive machine learning models
"
Business Statistics and Analysis Capstone,Business Statistics and Analysis Capstone,Rice University,420,4.7,,
Modeling Data in the Tidyverse,Modeling Data in the Tidyverse,Johns Hopkins University,0,0,,"Describe different types of data analytic questions
Conduct hypothesis tests of your data
Apply linear modeling techniques to answer multivariable questions
Apply machine learning workflows to detect complex patterns in your data
"
Visualizing Data in the Tidyverse,Visualizing Data in the Tidyverse,Johns Hopkins University,20,4.7,,"Distinguish between various types of plots and their uses
Use the ggplot2 R package to develop data visualizations
Build effective data summary tables
Build data animations for visual storytelling
"
Importing Data in the Tidyverse,Importing Data in the Tidyverse,Johns Hopkins University,42,4.7,Beginner level,"Describe different data formats
Apply Tidyverse functions to import data into R from external formats
Obtain data from a web API
"
Wrangling Data in the Tidyverse,Wrangling Data in the Tidyverse,Johns Hopkins University,31,4.5,,"Apply Tidyverse functions to transform non-tidy data to tidy data
Conduct basic exploratory data analysis
Conduct analyses of text data
"
Citation Analysis for Bibliometric Study,Citation Analysis for Bibliometric Study,Coursera Project Network,30,4.3,Beginner level,"Search and extract relevant research articles efficiently from a journal database
Learn about citations and references for a bibliometric literature review
Use the visualization tool Gephi to conduct a citation network analysis
"
Clinical Decision Support Systems - CDSS 4,Clinical Decision Support Systems - CDSS 4,University of Glasgow,0,0,Intermediate level,"Evaluating Clinical Decision Support Systems
Bias, Calibration and Fairness in Machine Learning Models
Decision Curve Analysis and Human-Centred Clinical Decision Support Systems
Privacy concerns in Clinical Decision Support Systems
"
Analyze Data in Azure ML Studio,Analyze Data in Azure ML Studio,Coursera Project Network,0,0,Beginner level,"Display descriptive statistics of a dataset
Measure relationships between variables
Visualize relationships between variables
"
Introduction to D3.js,Introduction to D3.js,Coursera Project Network,0,0,Intermediate level,"Get to know different SVG elements
Integrate data into the SVG elements using D3.JS
Build SVG-based Data Visualizations using D3.js
"
Support Vector Machine Classification in Python,Support Vector Machine Classification in Python,Coursera Project Network,147,4.4,Intermediate level,"import the dataset and perform training/testing set splits
Apply feature scaling for normalization
Build an SVM classifier and make Predictions
Build a Confusion Matrix and Visualize the results
"
Expressway to Data Science: Python Programming Specialization,Expressway to Data Science: Python Programming Specialization,University of Colorado Boulder,121,4.7,Beginner level,"Fundamentals of Python Programming
Data Manipulation Packages such as Numpy and Pandas
Data Visualization Packages such as Matplotlib and Seaborn
"
Scikit-Learn For Machine Learning Classification Problems,Scikit-Learn For Machine Learning Classification Problems,Coursera Project Network,0,0,Beginner level,"Evaluate several trained classification models performance using various Key Performance Indicators (KPIs)
Understand the theory and intuition behind XG-Boost classifier model
Train machine learning classifier models using Scikit-Learn library
"
Deploy A Microsoft Azure Speech To Text Web App,Deploy A Microsoft Azure Speech To Text Web App,Coursera Project Network,0,0,Beginner level,"Build and deploy a speech to text web app with Streamlit, Azure Cognitive Services and Heroku.
"
Facebook Network Analysis using Python and Networkx,Facebook Network Analysis using Python and Networkx,Coursera Project Network,0,0,Intermediate level,"Learn to work with graph datasets and visualizing it using Networkx module in Python  
Learn about different centrality measures and how to calculate them
Learn about scale-free networks and associated properties
"
Creating a Data Warehouse Through Joins and Unions,Creating a Data Warehouse Through Joins and Unions,Google Cloud,0,0,Beginner level,"Explore new ecommerce data on sentiment analysis.
Join together datasets and create new tables.
Append historical data with unions and table wildcards.
"
Traffic Sign Classification Using Deep Learning in Python/Keras,Traffic Sign Classification Using Deep Learning in Python/Keras,Coursera Project Network,375,4.6,Intermediate level,"Understand the theory and intuition behind Convolutional Neural Networks (CNNs).
Build and train a Convolutional Neural Network using Keras with Tensorflow 2.0 as a backend.
Assess the performance of trained CNN and ensure its generalization using various Key performance indicators.
"
Forecasting US Presidential Elections with Mixed Models,Forecasting US Presidential Elections with Mixed Models,Coursera Project Network,14,4.2,Intermediate level,"Learn how the US elects Presidents in the Electoral College
Understand the basics of mixed effects models
Build a forecasting model to simulate the election using mixed effects models
"
Visualizing static networks with R,Visualizing static networks with R,Coursera Project Network,0,0,Intermediate level,"Learn to preprocess raw data to create nodes and edges
Learn to create network data using the igraph package
Learn to visualize static networks with base R functions
"
Analyze Stock Data using R and Quantmod Package,Analyze Stock Data using R and Quantmod Package,Coursera Project Network,153,4.3,Beginner level,"How to Pull down Stock Data using the R Quantmod Package
Ability to quickly calculate daily returns on stocks chosen
Ability to graph the stocks and calculate a Sharpe Ratio for risk evaluation
"
Introduction to Node-red,Introduction to Node-red,Coursera Project Network,37,4.8,Beginner level,"Learn to work with Node-Red Environment
Learn to  work with core nodes
Learn to work with APIs in node red
"
AWS: Data Analysis and Visualization,AWS: Data Analysis and Visualization,Whizlabs,0,0,Beginner level,"Understand analysis and visualization based services
Design appropriate data analysis solution for a given scenario
Examine AWS based Visualization Services.
 Examine AWS based Analytics Services.
"
Data Visualization & Dashboarding with R Specialization,Data Visualization & Dashboarding with R Specialization,Johns Hopkins University,302,4.9,Beginner level,
Simple Recurrent Neural Network with Keras,Simple Recurrent Neural Network with Keras,Coursera Project Network,120,4.4,Intermediate level,"Create, train, and evaluate a recurrent neural network (RNN) in Keras.
Train a sequence to sequence RNN model to be able to solve simple addition equations given in string format.
"
Transfer Learning for Food Classification,Transfer Learning for Food Classification,Coursera Project Network,65,4.6,Beginner level,"Understand the theory and intuition behind Convolutional Neural Networks (CNNs) and transfer learning
Build and train a Deep Learning Model using Pre-Trained InceptionResnetV2
Assess the performance of trained CNN using various Key performance indicators 
"
Line Balancing With MILP Optimization In RStudio,Line Balancing With MILP Optimization In RStudio,Coursera Project Network,0,0,Beginner level,"Formulate Optmisation Problem & Determine Objective Function
Apply Constraints F& Solve Mixed Integer Linear Programming Model
Obtain & Analyse Optimized & Balanced Line
"
Get Familiar with ML basics in a Kaggle Competition,Get Familiar with ML basics in a Kaggle Competition,Coursera Project Network,32,4.3,Beginner level,"How to get familiar with Machine Learning basics and how to start a model prediction using basic supervised Machine Learning models.
Build, train, test and evaluate the performance of some models. 
Submit your first solution on the Kaggle platform.
"
Logistic Regression with NumPy and Python,Logistic Regression with NumPy and Python,Coursera Project Network,390,4.5,Beginner level,"Implement the gradient descent algorithm from scratch
Perform logistic regression with NumPy and Python
Create data visualizations with Matplotlib and Seaborn
"
Graduate Admission Prediction with Pyspark ML,Graduate Admission Prediction with Pyspark ML,Coursera Project Network,30,4.7,Intermediate level,"Learn to build the Linear Regression Model using Pyspark ML to predict admission
Learn to setup Pyspark and work with Pyspark dataframes in Colab Environment
Learn to clean and prepare data for analysis.
"
Performing Data Aggregation using SQL Aggregate Functions,Performing Data Aggregation using SQL Aggregate Functions,Coursera Project Network,76,4.8,Intermediate level,"Retrieve data as summaries from tables of a database using SQL aggregate functions
 Understand how to set conditions on the result set of an aggregate functions using the HAVING clause
"
Exploratory Data Analysis with Seaborn,Exploratory Data Analysis with Seaborn,Coursera Project Network,434,4.6,Intermediate level,"Identify and interpret inherent quantitative relationships in datasets
Produce and customize various chart types with Seaborn in Python
Apply graphical techniques in exploratory data analysis (EDA)
"
Matrix Factorization and Advanced Techniques,Matrix Factorization and Advanced Techniques,University of Minnesota,186,4.3,,
Data Storage in Microsoft Azure for Associate Developers,Data Storage in Microsoft Azure for Associate Developers,Microsoft,21,4.5,Intermediate level,"The basics of storage management in Azure
How to create a Storage Account
How to choose the right model for your data
"
Building a Data Science Team,Building a Data Science Team,Johns Hopkins University,3274,4.5,,"Describe the various roles that make up a Data Science team
Manage a Data Science team onboarding
Know relevant questions for interviewing data scientists
Understand how to encourage and empower Data Science teams
"
Covid-19 Death Medical Analysis & Visualization using Plotly,Covid-19 Death Medical Analysis & Visualization using Plotly,Coursera Project Network,0,0,Beginner level,"Analyze and Visualize the current global scenario of Covid-19 using bar graphs, scatter plots and choropleth maps in Plotly express
Analyze and visualize  various medical conditions contributing to death due to Covid using Plotly express and Wordcloud text visualization
"
Geospatial Big Data Visualization with Kepler GL,Geospatial Big Data Visualization with Kepler GL,Coursera Project Network,16,4.3,Beginner level,"Create different geospatial data visualizations with Kepler
Design geospatial data visualization effectively with Kepler
Learn the fundamentals of large scale Geospatial big data visualization.
"
Determine Shortest Paths Between Routers Using Python,Determine Shortest Paths Between Routers Using Python,Coursera Project Network,17,4.6,Intermediate level,"Create an Adjacency List using a Python Dictionary where each entry is a List. 
Add the Python function to find the shortest paths to each vertex from the source vertex. 
Add the function to populate the adjacency list of edges from a file using a Python Dictionary container.
"
Data Analysis with Python: Inform a Business Decision,Data Analysis with Python: Inform a Business Decision,Coursera Project Network,0,0,Beginner level,"Import data using the Pandas library for Python
Clean data using Pandas methods and Python scripts
Analyze and save a data set that answers a business question
"
Turn Ethical Frameworks into Actionable Steps,Turn Ethical Frameworks into Actionable Steps,CertNexus,117,4.6,Beginner level,"Analyze ethical frameworks to determine their common principles.
Compare ethical frameworks and select one to guide decisions to resolve an organizational issue.    
Analyze applicable regulations, standards, and international best practices.
Integrate ethical principles, regulatory requirements, and business practicalities.    
"
Detect and Mitigate Ethical Risks,Detect and Mitigate Ethical Risks,CertNexus,81,4.5,Beginner level," Summarize common sources of ethical risks.
Detect and mitigate ethical risks.
Evaluate risk identification and mitigation strategies within the lifecycle.
Analyze a sample AI model and create a plan to mitigate any identified risks. 
"
Advanced Business Analytics Capstone,Advanced Business Analytics Capstone,University of Colorado Boulder,79,4.3,Intermediate level,"Create a well-structured and compelling presentation that showcases the most relevant and impactful insights from the analytics project
Design and customize predictive analytics models for loan classification and loss prediction
Devise investment fund allocation recommendations based on clustering and simulation-based optimization techniques
"
Data Wrangling with Python Specialization,Data Wrangling with Python Specialization,University of Colorado Boulder,12,4.6,Beginner level,"Define techniques and methods for collecting data from various sources including files, web, databases, etc.
Identify statistical analysis and visualization techniques that can be used to gain insights into the data.
Calculate and apply techniques for data preprocessing such as dealing with missing values, outliers, sampling, normalization, and discretization.
"
Optimization for Decision Making,Optimization for Decision Making,University of Minnesota,57,4.8,Beginner level,
Applied Data Science Specialization,Applied Data Science Specialization,IBM,7434,4.6,Beginner level,"Develop an understanding of Python fundamentals
Gain practical Python skills and apply them to data analysis
Communicate data insights effectively through data visualizations
Create a project demonstrating your understanding of applied data science techniques and tools
"
IBM Machine Learning Professional Certificate,IBM Machine Learning Professional Certificate,IBM,1563,4.6,Intermediate level,"Master the most up-to-date practical skills and knowledge machine learning experts use in their daily roles
Learn how to compare and contrast different machine learning algorithms by creating recommender systems in Python 
Develop working knowledge of KNN, PCA, and non-negative matrix collaborative filtering
Predict course ratings by training a neural network and constructing regression and classification models
"
Data Mining Project,Data Mining Project,University of Illinois at Urbana-Champaign,44,4.5,,
"Response Surfaces, Mixtures, and Model Building","Response Surfaces, Mixtures, and Model Building",Arizona State University,61,4.7,Intermediate level,"Conduct experiments w/computer models and understand how least squares regression is used to build an empirical model from experimental design data
Understand the response surface methodology strategy to conduct experiments where system optimization is the objective
Recognize how the response surface approach can be used for experiments where the factors are the components of a mixture
Recognize where the objective of the experiment is to minimize the variability transmitted into the response from uncontrollable factors
"
Foundations of Machine Learning,Foundations of Machine Learning,Fractal Analytics,0,0,Beginner level,"Construct Machine Learning models using the various steps of a typical Machine Learning Workflow
Apply appropriate metrics for various business problems to assess the performance of Machine Learning models
Develop regression and tree based Machine learning  Models to make predictions on relevant business problems
Analyze  business problems where unsupervised Machine Learning models  could be used to derive value from data
"
Human Decision Making and its Biases,Human Decision Making and its Biases,Fractal Analytics,27,5.0,Beginner level,"Explain how humans behave when given data to calculate results
Demonstrate  how perceptions, prejudices and biases affect human decision making
Illustrate that human decision making is challenging and humans need help to make better decisions
Summarize how humans can collaborate effectively with AI, overcoming their biases, perceptions and prejudices
"
Modern Big Data Analysis with SQL Specialization,Modern Big Data Analysis with SQL Specialization,Cloudera,1160,4.8,Beginner level,
Data Understanding and Visualization,Data Understanding and Visualization,University of Colorado Boulder,0,0,Intermediate level,"Understand and communicate the various statistical aspects of datasets, including measures of central tendency, variation, location, and correlation.
Utilize Pandas for data manipulation and preparation to set the foundation for data visualization.
Utilize Matplotlib and Seaborn to create accurate and meaningful data visualizations.
"
Explainable deep learning models for healthcare - CDSS 3,Explainable deep learning models for healthcare - CDSS 3,University of Glasgow,0,0,Intermediate level,"Program global explainability methods in time-series classification
Program local explainability methods for deep learning such as CAM and GRAD-CAM
Understand axiomatic attributions for deep learning networks
Incorporate attention in Recurrent Neural Networks and visualise the attention weights
"
Serverless Data Processing with Dataflow: Operations,Serverless Data Processing with Dataflow: Operations,Google Cloud,17,3.6,Advanced level,"Perform monitoring, troubleshooting, testing and CI/CD on Dataflow pipelines.
Deploy Dataflow pipelines with reliability in mind to maximize stability for your data processing platform
"
Data Science with R - Capstone Project,Data Science with R - Capstone Project,IBM,63,4.5,Intermediate level,"Write a web scraping program to extract data from an HTML file using HTTP requests and convert the data to a data frame.
Prepare data for modelling by handling missing values, formatting and normalizing data, binning, and turning categorical values into numeric values.
Interpret datawithexploratory data analysis techniques by calculating descriptive statistics, graphing data, and generating correlation statistics.
Build a Shiny app containing a Leaflet map and an interactive dashboard then create a presentation on the project to share with your peers.
"
Quantifying Relationships with Regression Models,Quantifying Relationships with Regression Models,Johns Hopkins University,17,4.6,Intermediate level,
Measurement – Turning Concepts into Data,Measurement – Turning Concepts into Data,Johns Hopkins University,70,4.8,Beginner level,
Introduction to Business Analysis Using Spreadsheets: Basics,Introduction to Business Analysis Using Spreadsheets: Basics,Coursera Project Network,872,4.3,Beginner level,"Apply the basics of google sheets and Mathematical Functions.
Apply how to clean the data, and visualize quantities and categorical data.
"
Data Literacy in Practice,Data Literacy in Practice,SAS,0,0,Beginner level,
Data Analysis with Python Specialization,Data Analysis with Python Specialization,University of Colorado Boulder,0,0,Intermediate level,"Describe and define the fundamental concepts and techniques used in Data Analysis.  Identify the appropriate techniques to apply.
Compare and contrast different Data Analysis techniques, including Classification, Regression, Clustering, Dimension Reduction, and Association Rules
Design and implement effective Data Analysis workflows, including data preprocessing, feature selection, and model selection
"
Data Analysis with Python Project,Data Analysis with Python Project,University of Colorado Boulder,0,0,Intermediate level,"Define the scope and direction of a data analysis project, identifying appropriate techniques and methodologies for achieving project objectives.
 Apply various classification and regression algorithms and implement cross-validation and ensemble techniques to enhance the performance of models.
Apply various clustering, dimension reduction association rule mining, and outlier detection algorithms for unsupervised learning models.
"
Data Literacy Essentials,Data Literacy Essentials,SAS,0,0,Beginner level,
Key Technologies in Data Analytics Specialization,Key Technologies in Data Analytics Specialization,LearnQuest,46,4.1,Beginner level,
Data Analysis in R with RStudio & Tidyverse,Data Analysis in R with RStudio & Tidyverse,Codio,17,4.3,Beginner level,"Describe a numerical data set using statistical functions in R
Import and manipulate data sets using Tidyverse
Determine if populations are different using statistical tests
Use statistical tests to describe or explain the relationship between data sets
"
Relational database systems,Relational database systems,Universidad Nacional Autónoma de México,440,4.4,Intermediate level,
Expressway to Data Science: R Programming and Tidyverse Specialization,Expressway to Data Science: R Programming and Tidyverse Specialization,University of Colorado Boulder,28,4.2,Beginner level,"Install R and configure RStudio
Use the tidyverse to import, tidy, and join data
Create clear and effective data visualizations using the ggplot2 library
Develop and communicate reproducible research using RMarkdown
"
Advanced Machine Learning Algorithms,Advanced Machine Learning Algorithms,Fractal Analytics,0,0,Beginner level,"Employ regularization techniques for enhanced model performance and robustness.
Leverage ensemble methods, such as bagging and boosting, to improve predictive accuracy.
 Implement hyperparameter tuning and feature engineering to refine models for real-world challenges.
Combine diverse models for superior predictions, expanding your predictive toolkit. 
"
Data Collection and Integration,Data Collection and Integration,University of Colorado Boulder,0,0,Intermediate level,"How to utilize Python and Python packages to collect data from various sources
How to integrate data collected from various sources to a unified dataset for further processing and analysis
"
Managing Big Data in Clusters and Cloud Storage,Managing Big Data in Clusters and Cloud Storage,Cloudera,291,4.7,Beginner level,"Use different tools to browse existing databases and tables in big data systems
Use different tools to explore files in distributed big data filesystems and cloud storage
Create and manage big data databases and tables using Apache Hive and Apache Impala
Describe and choose among different data types and file formats for big data systems
"
Foundations for Big Data Analysis with SQL,Foundations for Big Data Analysis with SQL,Cloudera,1076,4.8,Beginner level,"Distinguish operational from analytic databases, and understand how these are applied in big data
Understand how database and table design provides structures for working with data
Appreciate how differences in volume and variety of data affects your choice of an appropriate database system
Recognize the features and benefits of SQL dialects designed to work with big data systems for storage and analysis
"
SAS® Programming for Distributed Computing in SAS® Viya®,SAS® Programming for Distributed Computing in SAS® Viya®,SAS,10,4.9,Advanced level,"Load data into SAS Cloud Analytic Services
Modify DATA step and SQL procedure code to execute in CAS
Use CAS-enabled procedures and CAS actions
"
CASL Programming for Distributed Computing in SAS® Viya®,CASL Programming for Distributed Computing in SAS® Viya®,SAS,0,0,Advanced level,"Connect to the CAS server to access and manage data. 
Use CASL to prepare and analyze data.
Create reports and visualizations using SAS Viya.
"
Data mining of Clinical Databases - CDSS 1,Data mining of Clinical Databases - CDSS 1,University of Glasgow,12,4.8,Intermediate level,"Understand the Schema of publicly available EHR databases (MIMIC-III)
Recognise the International Classification of Diseases (ICD) use
Extract and visualise descriptive statistics from clinical databases
Understand and extract key clinical outcomes such as mortality and stay of length
"
Deep learning in Electronic Health Records - CDSS 2,Deep learning in Electronic Health Records - CDSS 2,University of Glasgow,0,0,Intermediate level,"Train deep learning architectures such as Multi-layer perceptron, Convolutional Neural Networks and Recurrent Neural Networks for classification
Validate and compare different machine learning algorithms
Preprocess Electronic Health Records and represent them as time-series data
Imputation strategies and data encodings
"
Data Literacy Specialization,Data Literacy Specialization,Johns Hopkins University,155,4.6,Beginner level,
Six Sigma for Process Improvement,Six Sigma for Process Improvement,SkillUp EdTech,0,0,Intermediate level,"Explain the core Six Sigma principles, methodologies, and techniques, with the systems and tools and their use for measurable organizational impact.
Explain the core Six Sigma principles, methodologies, techniques, and the systems and tools used for measurable organizational impact.
 Discuss the commonly used Design for Six Sigma (DFSS) methodologies and related design constraints.
Describe the key concepts of each phase of the DMAIC framework for process improvement in the organization.
"
ChatGPT Prompt Engineering for Developers,ChatGPT Prompt Engineering for Developers,DeepLearning.AI,303,4.8,Beginner level,"Understand the core concepts and be able to describe how LLMs work
Understand and build intuition around best practices for prompt engineering
Use LLM APIs, and understand how they can can be used in applications for a variety of tasks.
"
LangChain Chat with Your Data,LangChain Chat with Your Data,DeepLearning.AI,269,4.8,Beginner level,"Build your own chatbot so chat directly with information from your own documents and data.
Access over 80 unique loaders to handle accessing various data sources using LangChain.
Learn directly from LangChain creator, Harrison Chase.
"
Building Systems with the ChatGPT API,Building Systems with the ChatGPT API,DeepLearning.AI,60,4.8,Beginner level," Efficiently build multi-step systems using large language models.  
 Learn to split complex tasks into a pipeline of subtasks using multistage prompts. 
 Evaluate your LLM inputs and outputs for safety, accuracy, and relevance. 
"
Overview of Data Visualization,Overview of Data Visualization,Coursera Project Network,282,4.6,Beginner level,"Describe the concept and benefits of data visualization.
Demonstrate the process of charting data in Google Sheets.
Visualize data using the appropriate type of chart.
"
